NO_PRODUTO;DS_CATEGORIA_PRODUTO;NO_PRINICIPIO_ATIVO;DS_CONCENTRACAO;DS_DESTINACAO;DS_FORMA_FISICA;DS_RESTRICAO_PRESCRICAO;ST_RESTRITO_HOSPITAL;DS_RESTRICAO_USO
aciclovir;ANTIVIROTICOS;ACICLOVIR;200.00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS;ACICLOVIR;211,62;;Comprimido;;Não;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS;ACICLOVIR;50;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
aciclovir;ANTIVIROTICOS;ACICLOVIR;400,000;;Comprimido;;Não;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS;ACICLOVIR;211,62;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS;ACICLOVIR;200.00;;Comprimido;;Não;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS;ACICLOVIR;30,0;;POMADA OFTALMICA;;Não;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS;ACICLOVIR;211,62;;Comprimido;;Sim;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS;ACICLOVIR;400,00;;Comprimido;;Não;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS;ACICLOVIR;50.000;COMERCIAL;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
aciclovir;ANTIVIROTICOS;ACICLOVIR;52,17;;CREME;;Não;Adulto e Pediátrico
aciclovir;ANTIVIROTICOS;ACICLOVIR;52,17;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
aciclovir;ANTIVIROTICOS;ACICLOVIR;400,000;;Comprimido;;Sim;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS;ACICLOVIR;52.50;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
aciclovir;ANTIVIROTICOS;ACICLOVIR;200.000;COMERCIAL;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS;ACICLOVIR SÓDICO;274.423;;PO LIOFILO PARA SOLUÇAO INJETAVEL;;Sim;Adulto e Pediátrico
aciclovir;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);ACICLOVIR;50,00;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
aciclovir;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);ACICLOVIR;200,00;;Comprimido;;Não;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);ACICLOVIR;200.00;;COMPRIMIDO SIMPLES;;Sim;Adulto e Pediátrico acima de 
aciclovir;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);ACICLOVIR;50;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
aciclovir;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);ACICLOVIR;200.00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
aciclovir sódico;ANTIVIRAIS;ACICLOVIR SÓDICO;274,43;;Pó para Solução Injetável;;Sim;Adulto e Pediátrico
Aciclovir TESTE;ANTIACIDO;ACICLOVIR;1200;RESTRITO A HOSPITAIS;ADESIVO TRANSDERMICO;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;ACICLOVIR;1200;RESTRITO A HOSPITAIS;ADESIVO TRANSDERMICO;;Sim;Pediátrico acima de
Aciclovir TESTE;ANTIACIDO;ACICLOVIR;1200;RESTRITO A HOSPITAIS;ADESIVO TRANSDERMICO;;Sim;Adulto acima de
Aciclovir TESTE;ANTIACIDO;ACICLOVIR;1200;PROFISSIONAL/EMPRESA ESPECIALIZADA;ADESIVO TRANSDERMICO;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;ACICLOVIR;1200;PROFISSIONAL/EMPRESA ESPECIALIZADA;ADESIVO TRANSDERMICO;;Sim;Pediátrico acima de
Aciclovir TESTE;ANTIACIDO;ACICLOVIR;1200;PROFISSIONAL/EMPRESA ESPECIALIZADA;ADESIVO TRANSDERMICO;;Sim;Adulto acima de
Aciclovir TESTE;ANTIACIDO;ÁCIDO AMINOACÉTICO;25;;Adesivo;;Não;Adulto acima de
Aciclovir TESTE;ANTIACIDO;ACIDO BORICO;;RESTRITO A HOSPITAIS; SOLUÇAO DERMATOLOGICA;;Sim;Pediátrico acima de
Aciclovir TESTE;ANTIACIDO;ACIDO BORICO;;PROFISSIONAL/EMPRESA ESPECIALIZADA; SOLUÇAO DERMATOLOGICA;;Sim;Adulto acima de
Aciclovir TESTE;ANTIACIDO;ACIDO BORICO;;RESTRITO A HOSPITAIS; SOLUÇAO DERMATOLOGICA;;Sim;Adulto acima de
Aciclovir TESTE;ANTIACIDO;ACIDO BORICO;;PROFISSIONAL/EMPRESA ESPECIALIZADA; SOLUÇAO DERMATOLOGICA;;Sim;Pediátrico acima de
Aciclovir TESTE;ANTIACIDO;ACIDO BORICO;;PROFISSIONAL/EMPRESA ESPECIALIZADA; SOLUÇAO DERMATOLOGICA;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;ACIDO BORICO;;RESTRITO A HOSPITAIS; SOLUÇAO DERMATOLOGICA;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;AMOXICILINA;500;;ADESIVO TRANSDERMICO;;Sim;Pediátrico
Aciclovir TESTE;ANTIACIDO;AMOXICILINA;500;;ADESIVO TRANSDERMICO;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;ASPARTATO DE ARGININA;;PROFISSIONAL/EMPRESA ESPECIALIZADA;ADESIVO TRANSDERMICO;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;ASPARTATO DE ARGININA;;RESTRITO A HOSPITAIS;ADESIVO TRANSDERMICO;;Sim;Adulto acima de
Aciclovir TESTE;ANTIACIDO;ASPARTATO DE ARGININA;;PROFISSIONAL/EMPRESA ESPECIALIZADA;ADESIVO TRANSDERMICO;;Sim;Pediátrico acima de
Aciclovir TESTE;ANTIACIDO;ASPARTATO DE ARGININA;;RESTRITO A HOSPITAIS;ADESIVO TRANSDERMICO;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;ASPARTATO DE ARGININA;;RESTRITO A HOSPITAIS;ADESIVO TRANSDERMICO;;Sim;Pediátrico acima de
Aciclovir TESTE;ANTIACIDO;ASPARTATO DE ARGININA;;PROFISSIONAL/EMPRESA ESPECIALIZADA;ADESIVO TRANSDERMICO;;Sim;Adulto acima de
Aciclovir TESTE;ANTIACIDO;CAFEÍNA;20;RESTRITO A HOSPITAIS; SOLUÇAO DERMATOLOGICA;;Sim;Pediátrico acima de
Aciclovir TESTE;ANTIACIDO;CAFEÍNA;20;PROFISSIONAL/EMPRESA ESPECIALIZADA; SOLUÇAO DERMATOLOGICA;;Sim;Adulto acima de
Aciclovir TESTE;ANTIACIDO;CAFEÍNA;20;PROFISSIONAL/EMPRESA ESPECIALIZADA; SOLUÇAO DERMATOLOGICA;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;CAFEÍNA;20;RESTRITO A HOSPITAIS; SOLUÇAO DERMATOLOGICA;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;CAFEÍNA;20;PROFISSIONAL/EMPRESA ESPECIALIZADA; SOLUÇAO DERMATOLOGICA;;Sim;Pediátrico acima de
Aciclovir TESTE;ANTIACIDO;CAFEÍNA;20;RESTRITO A HOSPITAIS; SOLUÇAO DERMATOLOGICA;;Sim;Adulto acima de
Aciclovir TESTE;ANTIACIDO;LANSOPRAZOL;50;;ADESIVO TRANSDERMICO;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;LANSOPRAZOL;50;;ADESIVO TRANSDERMICO;;Sim;Pediátrico
Aciclovir TESTE;ANTIACIDO;PARACETAMOL;500;RESTRITO A HOSPITAIS; SOLUÇAO DERMATOLOGICA;;Sim;Adulto acima de
Aciclovir TESTE;ANTIACIDO;PARACETAMOL;500;PROFISSIONAL/EMPRESA ESPECIALIZADA; SOLUÇAO DERMATOLOGICA;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;PARACETAMOL;500;RESTRITO A HOSPITAIS; SOLUÇAO DERMATOLOGICA;;Sim;Adulto e Pediátrico acima de 
Aciclovir TESTE;ANTIACIDO;PARACETAMOL;500;PROFISSIONAL/EMPRESA ESPECIALIZADA; SOLUÇAO DERMATOLOGICA;;Sim;Adulto acima de
Aciclovir TESTE;ANTIACIDO;PARACETAMOL;500;RESTRITO A HOSPITAIS; SOLUÇAO DERMATOLOGICA;;Sim;Pediátrico acima de
Aciclovir TESTE;ANTIACIDO;PARACETAMOL;500;PROFISSIONAL/EMPRESA ESPECIALIZADA; SOLUÇAO DERMATOLOGICA;;Sim;Pediátrico acima de
ACIDO ACETILSALICILICO;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;100;;Comprimido;;Não;Adulto e Pediátrico
ACIDO ACETILSALICILICO;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;100,000;;Comprimido;;Não;Pediátrico
ACIDO ACETILSALICILICO;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;500,000;;Comprimido;;Não;Adulto e Pediátrico acima de 
ÁCIDO ACETILSALICÍLICO;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;100;COMERCIAL;COMPRIMIDO SIMPLES;INFANTIL;Não informado;Pediátrico
ÁCIDO ACETILSALICÍLICO;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;100.00;;COMPRIMIDO SIMPLES;;Não;Pediátrico
Ácido acetilsalicílico;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;500,00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
Ácido acetilsalicílico;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;100,00;;COMPRIMIDO SIMPLES;;Não;Pediátrico acima de
Ácido acetilsalicílico;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;100,00;;Comprimido;;Não;Pediátrico
ácido acetilsalicílico;ANALGESICOS NAO NARCOTICOS;ACIDO ACETILSALICILICO;100.00;;COMPRIMIDO SIMPLES;;Não;Pediátrico
ácido acetilsalicílico;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;500,00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
ácido acetilsalicílico;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;100,00;;COMPRIMIDO SIMPLES;;Não;Pediátrico acima de
ácido acetilsalicílico;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;100,00;;Comprimido;;Não;Pediátrico
ácido acetilsalicílico;ANALGESICOS NAO NARCOTICOS;ÁCIDO ACETILSALICÍLICO;555.6032;COMERCIAL;COMPRIMIDO SIMPLES;VENDA SEM PRESCRIÇAO MEDICA;Não informado;Adulto e Pediátrico acima de 
ÁCIDO FUSÍDICO;ANTINFECCIOSOS TOPICOS;ÁCIDO FUSÍDICO;20,000;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
ÁCIDO FUSÍDICO;ANTINFECCIOSOS TOPICOS;ÁCIDO FUSÍDICO;20;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico
ACIDO MEFENAMICO;ANTINFLAMATORIOS ANTIREUMATICOS;ÁCIDO MEFENÂMICO;500,0;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
ACIDO MEFENAMICO;;ÁCIDO MEFENÂMICO;500,00;;Comprimido;;Não;Adulto e Pediátrico acima de 
Acido Mefenamico;ANTINFLAMATORIOS ANTIREUMATICOS;ÁCIDO MEFENÂMICO;500;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
Acido Mefenamico;ANTINFLAMATORIOS ANTIREUMATICOS;ÁCIDO MEFENÂMICO;500;;COMPRIMIDO SIMPLES;;Sim;Adulto e Pediátrico acima de 
ÁCIDO MEFENÂMICO;ANTINFLAMATORIOS ANTIREUMATICOS;ÁCIDO MEFENÂMICO;500,000;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
ácido mefenâmico;ANTINFLAMATORIOS;ÁCIDO MEFENÂMICO;500,0;;COMPRIMIDO SIMPLES;;Não informado;Adulto e Pediátrico acima de 
ácido mefenâmico;ANTINFLAMATORIOS ANTIREUMATICOS;ÁCIDO MEFENÂMICO;500,00;;Comprimido;;Não;Adulto e Pediátrico acima de 
ACIDO TRANEXAMICO;ANTIFIBRINOLITICOS;ÁCIDO TRANEXÂMICO;50,0;;SOLUÇAO INJETAVEL;;Não;Adulto e Pediátrico
ACIDO TRANEXAMICO;ANTIFIBRINOLITICOS;ÁCIDO TRANEXÂMICO;50;;SOLUÇAO INJETAVEL;;Não;Adulto e Pediátrico
ÁCIDO URSODESOXICÓLICO;COLAGOGOS, COLERETICOS E HEPATOPROTETORES;ÁCIDO URSODESOXICÓLICO;150,00;;COMPRIMIDO SIMPLES;;Não;Adulto
ÁCIDO URSODESOXICÓLICO;COLAGOGOS, COLERETICOS E HEPATOPROTETORES;ÁCIDO URSODESOXICÓLICO;50,00;;COMPRIMIDO SIMPLES;;Não;Adulto
ÁCIDO URSODESOXICÓLICO;COLAGOGOS, COLERETICOS E HEPATOPROTETORES;ÁCIDO URSODESOXICÓLICO;300,00;;COMPRIMIDO SIMPLES;;Não;Adulto
ácido ursodesoxicólico;COLAGOGOS, COLERETICOS E HEPATOPROTETORES;ÁCIDO URSODESOXICÓLICO;150,00;;Comprimido;;Não;Adulto
ácido ursodesoxicólico;COLAGOGOS, COLERETICOS E HEPATOPROTETORES;ÁCIDO URSODESOXICÓLICO;300,00;;Comprimido;;Não;Adulto
acido valpróico;ANTICONVULSIVANTES;ÁCIDO VALPRÓICO;250,000;;CAPSULA GELATINOSA MOLE;;Não;Adulto
ácido valpróico;ANTICONVULSIVANTES;ÁCIDO VALPRÓICO;250,00;;Cápsula Mole;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto e Pediátrico acima de 
ácido valpróico;ANTICONVULSIVANTES;VALPROATO DE sódIo;576,20;;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRIÇAO MEDICA SUJEITA A RETENCAO DE RECEITA;Não;Adulto e Pediátrico acima de 
ACIDO ZOLEDRONICO;ANTINEOPLASICO;ácido zoledrônico monoidratado;0,8;;Solução p/ Diluição p/ Infusão;;Sim;Adulto
ACIDO ZOLEDRONICO;SUPRESSORES DA REABSORCAO OSSEA;ácido zoledrônico monoidratado;4,264;;Pó Liofilizado para Solução Injetável;VENDA SOB PRESCRICAO MEDICA;Sim;Adulto
ACIDO ZOLEDRONICO;SUPRESSORES DA REABSORCAO OSSEA;ácido zoledrônico monoidratado;0,85;;SOLUÇAO INJETAVEL + SOLUÇAO DILUENTE;;Sim;Adulto
ACIDO ZOLEDRONICO;SUPRESSORES DA REABSORCAO OSSEA;ácido zoledrônico monoidratado;0,85;;SOLUÇAO INJETAVEL;;Sim;Adulto
ACIDO ZOLEDRONICO;SUPRESSORES DA REABSORCAO OSSEA;ácido zoledrônico monoidratado;4,264;;PO LIOFILO PARA SOLUÇAO INJETAVEL;;Sim;Adulto
ÁCIDO ZOLEDRÔNICO;SUPRESSORES DA REABSORCAO OSSEA;ÁCIDO ZOLEDRÔNICO;5,330;;Solução Injetável ;;Sim;Adulto
ácido zoledrônico;ANTINEOPLASICO;ácido zoledrônico monoidratado;0,853;;Solução Injetável ;;Sim;Adulto
ácido zoledrônico;ANTINEOPLASICO;ácido zoledrônico monoidratado;0,8528;;Solução p/ Infusão;;Sim;Adulto
ácido zoledrônico;SUPRESSORES DA REABSORCAO OSSEA;ÁCIDO ZOLEDRÔNICO;4;;SOLUÇAO INJETAVEL;;Sim;Adulto
ácido zoledrônico;SUPRESSORES DA REABSORCAO OSSEA;ÁCIDO ZOLEDRÔNICO;4.264;;SOLUÇAO INJETAVEL;;Sim;Adulto
ácido zoledrônico;SUPRESSORES DA REABSORCAO OSSEA;ÁCIDO ZOLEDRÔNICO;5,33;;SOLUÇAO INJETAVEL;;Não;Adulto
ácido zoledrônico;SUPRESSORES DA REABSORCAO OSSEA;ÁCIDO ZOLEDRÔNICO;4,0;;SOLUÇAO INJETAVEL;;Sim;Adulto
ácido zoledrônico;SUPRESSORES DA REABSORCAO OSSEA;ácido zoledrônico monoidratado;0,85;;SOLUÇAO INJETAVEL;;Sim;Adulto
Acitretina;CERATOLITICOS E CERATOPLASTICOS;ACITRETINA;10,00;;Cápsula dura;;Não;Adulto e Pediátrico
Acitretina;CERATOLITICOS E CERATOPLASTICOS;ACITRETINA;25,00;;Cápsula dura;;Não;Adulto e Pediátrico
ACLAF;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;AMOXICILINA TRI-hIDRATADA;137,76;;PO PARA SUSPENSAO ORAL;;Não;Pediátrico acima de
ACLAF;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;AMOXICILINA TRI-hIDRATADA;91,840;;PO PARA SUSPENSAO ORAL;;Não;Adulto e Pediátrico acima de 
ACLAF;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;AMOXICILINA TRI-hIDRATADA;91.84;;PO PARA SUSPENSAO ORAL;;Não;Adulto e Pediátrico acima de 
ACLAF;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;AMOXICILINA TRI-hIDRATADA;1004,5;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACLAF;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;CLAVULANATO DE POTÁSSIO;13,580;;PO PARA SUSPENSAO ORAL;;Não;Adulto e Pediátrico acima de 
ACLAF;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;CLAVULANATO DE POTÁSSIO;10,2188;;PO PARA SUSPENSAO ORAL;;Não;Pediátrico acima de
ACLAF;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;CLAVULANATO DE POTÁSSIO;148,87;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACNASE;PRODUTOS ANTI-ACNE;ENXOFRE;20,0;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico acima de 
ACNASE;PRODUTOS ANTI-ACNE;PERÓXIDO DE BENZOÍLA;66,70;;CREME DERMATOLOGICO;;Não;Adulto e Pediátrico acima de 
Acnemed;PRODUTOS ANTI-ACNE;ADAPALENO;1,000;;CREME;;Não;Adulto e Pediátrico acima de 
ACNOVA;PRODUTOS ANTI-ACNE;ISOTRETINOÍNA;10,000;;Cápsula Mole;;Não;Adulto
ACNOVA;PRODUTOS ANTI-ACNE;ISOTRETINOÍNA;20.000;;Cápsula Mole;;Não;Adulto
ACOG;;RIVAROXABANA;10,0;;Comprimido Revestido ;;Não;Adulto
ACOG;;RIVAROXABANA;15,0;;Comprimido Revestido ;;Não;Adulto
ACOG;;RIVAROXABANA;20,0;;Comprimido Revestido ;;Não;Adulto
ACTIBERRY;FITOTERAPICO SIMPLES;Vaccinium macrocarpon L;360;;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRICAO MEDICA;Não;Adulto e Pediátrico acima de 
ACTIBERRY;FITOTERAPICO SIMPLES;Vaccinium macrocarpon L;360;COMERCIAL;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRICAO MEDICA;Não;Adulto e Pediátrico acima de 
Actiberry;PRODUTOS PARA VIAS URINARIAS;EXTRATO DO FRUTO DE VACCINIUM MACROCARPON (VACÍNIO);360,000;;COMPRIMIDO REVESTIDO;;Não;Adulto e Pediátrico acima de 
ACTIFEDRIN;ANTI-HISTAMINICOS SISTEMICOS;CLORIDRATO DE PSEUDOEFEDRINA;60.00;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
ACTIFEDRIN;ANTI-HISTAMINICOS SISTEMICOS;CLORIDRATO DE PSEUDOEFEDRINA;6.00;;XAROPE;;Não;Adulto e Pediátrico acima de 
ACTIFEDRIN;ANTI-HISTAMINICOS SISTEMICOS;CLORIDRATO DE TRIPROLIDINA;2,50;;COMPRIMIDO SIMPLES;;Não;Adulto e Pediátrico acima de 
ACTIFEDRIN;ANTI-HISTAMINICOS SISTEMICOS;CLORIDRATO DE TRIPROLIDINA;0.25;;XAROPE;;Não;Adulto e Pediátrico acima de 
ACTONEL;SUPRESSORES DA REABSORCAO OSSEA;RISEDRONATO SÓDICO;5,000;COMERCIAL;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
ACTONEL;SUPRESSORES DA REABSORCAO OSSEA;RISEDRONATO SÓDICO;35,00;;COMPRIMIDO REVESTIDO DE LIBERAÇAO RETARDADA;;Não;Adulto
ACTONEL;SUPRESSORES DA REABSORCAO OSSEA;RISEDRONATO SÓDICO;35,000;COMERCIAL;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
ACTONEL;SUPRESSORES DA REABSORCAO OSSEA;RISEDRONATO SÓDICO;150,000;;COMPRIMIDO REVESTIDO;;Não;Adulto
ACTONEL;SUPRESSORES DA REABSORCAO OSSEA;RISEDRONATO SÓDICO;30,000;COMERCIAL;COMPRIMIDO REVESTIDO;VENDA SOB PRESCRICAO MEDICA;Não;Adulto
ACULAR;ANTINFLAMATORIOS;trometamol cetorolaco ;4.0;;SOLUÇAO OFTALMICA;;Não;Adulto e Pediátrico acima de 
ACULAR;ANTINFLAMATORIOS;trometamol cetorolaco ;5,00;;SOLUÇAO OFTALMICA;;Não;Adulto
ACULAR;ANTINFLAMATORIOS;trometamol cetorolaco ;4.0;;SOLUÇAO OFTALMICA;;Não;Adulto acima de
ACULAR;ANTINFLAMATORIOS;trometamol cetorolaco ;4.5;;SOLUÇAO OFTALMICA;;Não;Adulto
ADALAT;ANTIANGINOSOS E VASODILATADORES;NIFEDIPINO;10;;CAPSULA GELATINOSA MOLE;;Não;Adulto
ADALAT;ANTIANGINOSOS E VASODILATADORES;NIFEDIPINO;66;;COMPRIMIDO CAMADA DUPLA;;Não;Adulto
ADALAT;ANTIANGINOSOS E VASODILATADORES;NIFEDIPINO;33;;COMPRIMIDO CAMADA DUPLA;;Não;Adulto
ADALAT;ANTIANGINOSOS E VASODILATADORES;NIFEDIPINO;22;;COMPRIMIDO CAMADA DUPLA;;Não;Adulto
ADALAT;ANTIANGINOSOS E VASODILATADORES;NIFEDIPINO;20;;COMPRIMIDO REVESTIDO DE LIBERAÇAO RETARDADA;;Não;Adulto
ADALAT;ANTIANGINOSOS E VASODILATADORES;NIFEDIPINO;10;;CAPSULA GELATINOSA MOLE;;Não informado;Adulto
ADALAT;ANTIANGINOSOS E VASODILATADORES;NIFEDIPINO;10;;COMPRIMIDO REVESTIDO DE LIBERAÇAO RETARDADA;;Não;Adulto
ADAPALENO;PRODUTOS ANTI-ACNE;ADAPALENO;1,000;;GEL DERMATOLOGICO;;Não;Adulto e Pediátrico acima de 
adapaleno;PRODUTOS ANTI-ACNE;ADAPALENO;1,00;;GEL;;Não;Adulto e Pediátrico acima de 
Adapaleno e peróxido de benzoila;PRODUTOS ANTI-ACNE;ADAPALENO;1,00;;GEL;;Não;Pediátrico acima de
Adapaleno e peróxido de benzoila;PRODUTOS ANTI-ACNE;ADAPALENO;1,00;;GEL;;Não;Adulto e Pediátrico acima de 
Adapaleno e peróxido de benzoila;PRODUTOS ANTI-ACNE;PERÓXIDO DE BENZOÍLA;25,00;;GEL;;Não;Pediátrico acima de
Adapaleno e peróxido de benzoila;PRODUTOS ANTI-ACNE;PERÓXIDO DE BENZOÍLA;25,00;;GEL;;Não;Adulto e Pediátrico acima de 
ADAPEL;PRODUTOS ANTI-ACNE;ADAPALENO;1,000;;GEL;;Não;Adulto e Pediátrico acima de 
ADAPTA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;42.38;;CAPSULA GELATINOSA DURA COM AÇAO PROLONGADA;;Não;Adulto
ADAPTA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;169,50;;CAPSULA GELATINOSA DURA COM AÇAO PROLONGADA;;Não;Adulto
ADAPTA;ANTIDEPRESSIVOS;CLORIDRATO DE VENLAFAXINA;84,75;;CAPSULA GELATINOSA DURA COM AÇAO PROLONGADA;;Não;Adulto
ADAPTIS GEL;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;carbômer 940;20;;Géis com Preparação Asséptica;;Não;Adulto e Pediátrico acima de 
ADASUVE;PSICOLEPTICOS;LOXAPINA;10;;PO INALANTE;;Sim;Adulto acima de
ADDAVEN;NUTRIENTES PARENTERAIS;CLORETO CRÔMICO HEXAIDRATADO;53,30;;Solução p/ Infusão;;Sim;Adulto e Pediátrico
ADDAVEN;NUTRIENTES PARENTERAIS;CLORETO CÚPRICO;1023;;Solução p/ Infusão;;Sim;Adulto e Pediátrico
ADDAVEN;NUTRIENTES PARENTERAIS;CLORETO DE ZINCO;10,5;;Solução p/ Infusão;;Sim;Adulto e Pediátrico
ADDAVEN;NUTRIENTES PARENTERAIS;CLORETO FÉRRICO;5,4;;Solução p/ Infusão;;Sim;Adulto e Pediátrico
ADDAVEN;NUTRIENTES PARENTERAIS;dicloreto de manganês tetraidratado;197,9;;Solução p/ Infusão;;Sim;Adulto e Pediátrico
ADDAVEN;NUTRIENTES PARENTERAIS;FLUORETO DE SÓDIO;2,1;;Solução p/ Infusão;;Sim;Adulto e Pediátrico
ADDAVEN;NUTRIENTES PARENTERAIS;IODETO DE POTÁSSIO;166;;Solução p/ Infusão;;Sim;Adulto e Pediátrico
ADDAVEN;NUTRIENTES PARENTERAIS;molibdato de sódio diidratado;48,50;;Solução p/ Infusão;;Sim;Adulto e Pediátrico
ADDAVEN;NUTRIENTES PARENTERAIS;SELENITO DE SÓDIO;172,9;;Solução p/ Infusão;;Sim;Adulto e Pediátrico
ADDERA D3;ANALOGO SINTETICO DA VITAMINA D;COLECALCIFEROL;4,0000;;Cápsula Mole;;Não;Adulto e Pediátrico acima de 
ADDERA D3;ANALOGO SINTETICO DA VITAMINA D;COLECALCIFEROL;5,00;;CAPSULA GELATINOSA MOLE;;Não;Adulto e Pediátrico acima de 
ADDERA D3;ANALOGO SINTETICO DA VITAMINA D;COLECALCIFEROL;3,0000;;Cápsula Mole;;Não;Adulto e Pediátrico acima de 
ADDERA D3;ANALOGO SINTETICO DA VITAMINA D;COLECALCIFEROL;14,0000;;Cápsula Mole;;Não;Adulto e Pediátrico acima de 
ADDERA D3;ANALOGO SINTETICO DA VITAMINA D;COLECALCIFEROL;60,0000;;Cápsula Mole;;Não;Adulto e Pediátrico acima de 
ADDERA D3;ANALOGO SINTETICO DA VITAMINA D;COLECALCIFEROL;7,00;;CAPSULA GELATINOSA MOLE;;Não;Adulto e Pediátrico acima de 
ADDERA D3;ANALOGO SINTETICO DA VITAMINA D;COLECALCIFEROL;10000;;SOLUÇAO ORAL;;Não;Adulto e Pediátrico
ADDERA D3;ANALOGO SINTETICO DA VITAMINA D;COLECALCIFEROL;50,00;;CAPSULA GELATINOSA MOLE;;Não;Adulto e Pediátrico acima de 
